Research and Development Centre of Saint-Jean-sur-Richelieu	Research and Development Centre of Saint-Jean-sur-Richelieu
UNC Chapel Hill	University of Arizona
New York Medical College	New York Medical College	New York Medical College
The Institute for Genomic Research	The Institute for Genomic Research	Institute for Genome Sciences
The Institute for Genomic Research	The Institute for Genomic Research	Institute for Genome Sciences
The Institute for Genomic Research	Institute for Genome Sciences
The Institute for Genomic Research	Institute for Genome Sciences
The Institute for Genomic Research	Institute for Genome Sciences
KR869778	Louisiana State University
Mississippi State University	Mississippi State University	Mississippi State University
Norwegian National Advisory Unit on Detection of Antimicrobial Resistance	University of KwaZulu Natal
Sandia National Laboratories	Sandia National Laboratories
Beijing Institute of Microbiology and Epidemiology	Beijing Institute of Microbiology and Epidemiology
Academy of Military Medical Sciences	Academy of Military Medical Sciences
Monash University	Monash University	Monash University
CP027463	CDC
CP027600	CDC
CP027522	CDC
Centers for Disease Control and Prevention	Centers for Disease Control and Prevention
Institute of Veterinary Bacteriology, University of Bern	Institute of Veterinary Bacteriology, University of Bern
US Food and Drug Administration	FDA/CFSAN
CP040455	Tianjin Centers for Disease Control and Prevention
USDA-ARS-ERRC	USDA-ARS-ERRC
University of Helsinki	University of Helsinki
MG299133	Institute of Disease Prevention and Control of Chinese People's Liberation Army
Yonsei University	Yonsei University
CP027379	CDC
CP027324	CDC
Technical University of Denmark	Technical University of Denmark	Technical University of Denmark
Pennsylvania State University	Pennsylvania State University
CP025880	University of Maryland, School of Medicine
CP040454	Tianjin Centers for Disease Control and Prevention
United States Food and Drug Administration	US FDA
CP027641	CDC
CP027674	CDC
CP027375	CDC
CP027343	CDC
CP027521	CDC
Centers for Disease Control and Prevention	Centers for Disease Control and Prevention
Nanjing Agricultural University	Nanjing Agricultural University
CP027455	CDC
CP027765	CDC
Nanjing Agricultural University	Nanjing Agricultural University
CP030782	CDC	CDC
CP024286	CDC
CP024287	CDC
CP027448	CDC
CP025844	University of Maryland, School of Medicine
University of Helsinki	University of Helsinki
US FDA	United States Food and Drug Administration
Nanjing Agricultural University	Nanjing Agricultural University
CP027439	CDC
JCVI	JCVI
CP035752	J. Craig Venter Institute	University of Maryland, School of Medicine
CP037904	South China Agricultural University
Agricultural Research Service	Agricultural Research Service
CP027551	CDC
Nankai University	Nankai University
Faculty of Pharmacy, University of Ibadan, Nigeria	Faculty of Pharmacy
Iowa State University	North Dakota State University	Iowa State University
South China Agricultural University	South China Agricultural University
South China Agricultural University	South China Agricultural University
South China Agricultural University	South China Agricultural University
CP024284	CDC
CP024296	CDC
CP024662	CDC
CP025850	University of Maryland, School of Medicine
CP024249	CDC
State Key Laboratory of Microbial Metabolism, and School of Life Sciences and Biotechnology	State Key Laboratory of Microbial Metabolism, and School of Life Sciences and Biotechnology
University of Melbourne	University of Melbourne
CP027377	CDC
CP044156	Centers for Disease Control and Prevention
CP024242	CDC
South China Agricultural University	South China Agricultural University
KX839209	Zhejiang University	Zhejiang University
Nanjing Agricultural University	Nanjing Agricultural University
United States Food and Drug Administration	United States Food and Drug Administration
CP042949	CDC
University of Maryland	US Food and Drug Administration
Universitaet Wuerzburg	Universitaet Wuerzburg	Universitaet Wuerzburg
Nanjing Agricultural University	Nanjing Agricultural University
Nanjing Agricultural University	Nanjing Agricultural University
CP041619	Kyungpook National University
University of Oxford	University of Oxford
Faculty of Medicine and University Hospital in Pilsen, Charles University	Faculty of Medicine and University Hospital in Pilsen, Charles University
Faculty of Medicine and University Hospital in Pilsen, Charles University	Faculty of Medicine and University Hospital in Pilsen, Charles University
NC_019151	Hospital Universitario Ramon y Cajal and CIBER en Epidemiologia y Salud Publica (CIBERESP)	Hospital Universitario Ramon y Cajal and CIBER en Epidemiologia y Salud Publica (CIBERESP)
Beijing Institute of Microbiology and Epidemiology	Beijing Institute of Microbiology and Epidemiology
the Third Military Medical University	the Third Military Medical University
Beijing Institute of Microbiology and Epidemiology	Beijing Institute of Microbiology and Epidemiology
CP043017	Public Health England
Zhengzhou University	Zhengzhou University
Nanjing Agricultural University	Nanjing Agricultural University
FDA/CFSAN	US FDA
Nanjing Agricultural University	Nanjing Agricultural University
The Hong Kong Polytechnic University	The Hong Kong Polytechnic University
West China Hospital, Sichuan University	West China Hospital, Sichuan University
CP030784	CDC	CDC
CP034163	CDC
MN232192	Within-host heterogeneity and flexibility of mcr-1 transmission in chicken gut
KX880944	Institute of Microbiology, Chinese Academy of Science
Sichuan University	Sichuan University
United States Food and Drug Administration	United States Food and Drug Administration
Seoul National University	Seoul National University
CP027443	CDC
Yonsei University	Yonsei University
Nanjing Agricultural University	Nanjing Agricultural University
University of Maryland	US Food and Drug Administration
The Institute for Genomic Research	Institute for Genome Sciences
Fifth Affiliated Hospital of Wenzhou Medical University	Fifth Affiliated Hospital of Wenzhou Medical University
JCVI	JCVI
West China Hospital, Sichuan University	West China Hospital, Sichuan University
LNCC - Laboratorio Nacional de Computacao Cientifica	LNCC - Laboratorio Nacional de Computacao Cientifica
Zhejiang University	Zhejiang University
Seoul National University	Seoul National University
University of Georgia	J. Craig Venter Institute	University of Georgia
Institute for Genome Sciences, University of Maryland School of Medicine	US Food and Drug Administration
German National Reference Laboratory for Multidrug-resistant Gram-negative Bacteria, Ruhr-University Bochum	German National Reference Laboratory for Multidrug-resistant Gram-negative Bacteria, Ruhr-University Bochum
Public Health Agency of Canada	Public Health Agency of Canada
The University of Queensland	The University of Queensland
JCVI	JCVI
Georg-August-University Goettingen	J Craig Venter Institute
University of Oxford	University of Oxford
Christian Medical College	Christian Medical College
Norwegian National Advisory Unit on Detection of Antimicrobial Resistance	University of KwaZulu Natal
Academy of Military Medical Sciences	Academy of Military Medical Sciences
College of Veterinary Medicine,China Agricultural University	College of Veterinary Medicine, China Agricultural University
Zhejiang University	Zhejiang University
State Key Laboratory of Rice Biology, Institute of Biotechnology, Zhejiang University, Hangzhou, China	State Key Laboratory of Rice Biology, Institute of Biotechnology, Zhejiang University, Hangzhou, China
Beijing Institute of Microbiology and Epidemiology	Beijing Institute of Microbiology and Epidemiology
South China Agricultural University	South China Agricultural University
University of Veterinary and Pharmaceutical Sciences Brno	University of Veterinary and Pharmaceutical Sciences Brno
CP044529	LSTM	Liverpool School of Tropical Medicine
CHU Nancy	CHU Nancy
Calgary Laboratory Services	Calgary Laboratory Services	Calgary Laboratory Services	Calgary Laboratory Services
JCVI	JCVI
MK649827	Central Clinical School Monash University
The University of Queensland	The University of Queensland
KX839208	Zhejiang University	Zhejiang University
US DOE Joint Genome Institute	US DOE Joint Genome Institute
US DOE Joint Genome Institute	US DOE Joint Genome Institute
Anhui Medical University	Anhui Medical University	Anhui Medical University
Seoul National University	Seoul National University
USDA-ARS U.S. Meat Animal Research Center	USDA-ARS U.S. Meat Animal Research Center
Henan Agricultural University	Henan Agricultural University
University of Helsinki	University of Helsinki
Nanyang Technological University	Nanyang Technological University
CP024468	CDC
South China Agricultural University	South China Agricultural University
Korean National Institute of Health	Korean National Institute of Health
Nofima	Nofima
University of Alberta	University of Alberta
CP025587	Handong Global University
Key Laboratory of Dairy Biotechnology and Engineering, Education Ministry of China	Beijing Sci-Plus Biotech. Co., Ltd.
Technische Universitaet Muenchen	Technische Universitaet Muenchen
Nofima	Nofima
Technische Universitaet Muenchen	Technische Universitaet Muenchen
Technische Universitaet Muenchen	Technische Universitaet Muenchen
Technische Universitaet Muenchen	Technische Universitaet Muenchen
Technische Universitaet Muenchen	Technische Universitaet Muenchen
JCVI	JCVI
JCVI	JCVI
Institute of Biology	Institute of Biology
Nanjing Agricultural University	Nanjing Agricultural University
CP032843	University of Technology Sydney
Istituto Superiore Sanita'	Istituto Superiore Sanita'
Food and Drug Administration	Food and Drug Administration
TU Dresden, Medical Faculty 'Carl Gustav Carus'	TU Dresden, Medical Faculty 'Carl Gustav Carus'
University of Oxford	University of Oxford
Virginia Polytechnic Institute and State University	Virginia Polytechnic Institute and State University
Virginia Polytechnic Institute and State University	Virginia Polytechnic Institute and State University
University of Oxford	University of Oxford
United States Food and Drug Administration	United States Food and Drug Administration
CP021273	Centers for Disease Control and Prevention
Fda	FDA
DQ390455	University of Georgia
CP031259	Peking University People's Hospital
Hellenic Pasteur Institute	Hellenic Pasteur Institute
The University of Hong Kong	The University of Hong Kong
West China Hospital, Sichuan University	West China Hospital, Sichuan University	West China Hospital, Sichuan University
West China Hospital, Sichuan University	West China Hospital, Sichuan University	West China Hospital, Sichuan University
Christian Medical College	Christian Medical College
The University of Alabama	The University of Alabama	The University of Alabama
University of Florida	University of Florida
CSIR-Institute of Himalayan Bioresource Technology	CSIR-Institute of Himalayan Bioresource Technology
West China Hospital, Sichuan University	West China Hospital, Sichuan University
Istituto Superiore di Sanita	Istituto Superiore di Sanita
South China Agricultural University	South China Agricultural University
Anhui Medical University	Anhui Medical University	Anhui Medical University
West China Hospital, Sichuan University	West China Hospital, Sichuan University	West China Hospital, Sichuan University
West China Hospital, Sichuan University	West China Hospital, Sichuan University
Sichuan University	Sichuan University
West China Hospital, Sichuan University	West China Hospital, Sichuan University
East China University of Science and Technology	East China University of Science and Technology	East China University of Science and Technology
University of Exeter	University of Exeter
University of Minnesota	University of Minnesota
EEZ-CSIC	EEZ-CSIC	EEZ-CSIC
University of Minnesota	University of Minnesota
US DOE Joint Genome Institute	US DOE Joint Genome Institute
Brigham Young University	Brigham Young University
EEZ-CSIC	EEZ-CSIC	EEZ-CSIC
University of Minnesota	University of Minnesota
University of Minnesota	University of Minnesota
University of Minnesota	University of Minnesota
West China Hospital, Sichuan University	West China Hospital, Sichuan University
CP024670	CDC
CP035754	J. Craig Venter Institute	University of Maryland, School of Medicine
South China Agricultural University	South China Agricultural University
JCVI	JCVI
Agriculture and Agri-Food Canada	Agriculture and Agri-Food Canada
IRHS	IRHS
University of Guelph	University of Guelph
US DOE Joint Genome Institute	US DOE Joint Genome Institute
CP031945	Hubei University for Nationalities
CP031942	Hubei University for Nationalities
University of Guelph	Washington State University	Washington State University	University of Guelph	University of Guelph	Washington State University	Washington State University
US DOE Joint Genome Institute	US DOE Joint Genome Institute
Key Laboratory of Systems Bioengineering (Ministry of Education), Tianjin University	Key Laboratory of Systems Bioengineering (Ministry of Education), Tianjin University
State Key Laboratory of Agricultural Microbiology	State Key Laboratory of Agricultural Microbiology
State Key Laboratory of Agricultural Microbiology	State Key Laboratory of Agricultural Microbiology
State Key Laboratory of Agricultural Microbiology	State Key Laboratory of Agricultural Microbiology
Nanjing Agricultural University	Nanjing Agricultural University
United States Food and Drug Administration	United States Food and Drug Administration
University of Gdansk	University of Gdansk
Public Health Agency of Canada	Public Health Agency of Canada
USDA-ARS-U.S. Meat Animal Research Center	USDA-ARS-U.S. Meat Animal Research Center
US DOE Joint Genome Institute	US DOE Joint Genome Institute
US DOE Joint Genome Institute	US DOE Joint Genome Institute
Technische Universitaet Muenchen	Technische Universitaet Muenchen
Technische Universitaet Muenchen	Technische Universitaet Muenchen
Kangwon National University	Kangwon National University
CP044511	Chinese National Human Genome Center at Shanghai
CP044512	Chinese National Human Genome Center at Shanghai
CP017411	ETH Zurich
Uc Davis	UC Davis
Technische Universitaet Muenchen	Technische Universitaet Muenchen
Shinansan University	Shinansan University
Shinansan University	Shinansan University
Shinansan University	Shinansan University
Nanjing Agricultural University	Nanjing Agricultural University
Centers for Disease Control and Prevention	Centers for Disease Control and Prevention
University of California Irvine	University of California Irvine
Centers for Disease Control and Prevention	Centers for Disease Control and Prevention
Canterbury Health Laboratories	Canterbury Health Laboratories
CP021280	Centers for Disease Control and Prevention
ADL Diagnostic Chile Ltda	ADL Diagnostic Chile Ltda
CP033945	CMM	CMM
ADL Diagnostic Chile Ltda	ADL Diagnostic Chile Ltda
ADL Diagnostic Chile Ltda	ADL Diagnostic Chile Ltda
CP033944	CMM	CMM
ADL Diagnostic Chile Ltda	ADL Diagnostic Chile Ltda	ADL Diagnostic Chile Ltda	ADL Diagnostic Chile Ltda
ADL Diagnostic Chile Ltda	ADL Diagnostic Chile Ltda
ADL Diagnostic Chile Ltda	ADL Diagnostic Chile Ltda
Centers for Disease Control and Prevention	Centers for Disease Control and Prevention
Icahn School of Medicine at Mount Sinai	Icahn School of Medicine at Mount Sinai
Nanjing Agricultural University	Nanjing Agricultural University
MN232195	Within-host heterogeneity and flexibility of mcr-1 transmission in chicken gut
South China Agricultural University	South China Agricultural University
China National Centre for Food Safety Risk Assessment	China National Centre for Food Safety Risk Assessment
Beijing Institute of Microbiology and Epidemiology	Beijing Institute of Microbiology and Epidemiology
United States Food and Drug Administration	United States Food and Drug Administration
CP025868	University of Maryland, School of Medicine
Nanjing Agricultural University	Nanjing Agricultural University
CP027369	CDC
Agricultural Research Service	Agricultural Research Service
CP034165	CDC
Nanjing Agricultural University	Nanjing Agricultural University
University of Veterinary and Pharmaceutical Sciences Brno	University of Veterinary and Pharmaceutical Sciences Brno
United States Food and Drug Administration	United States Food and Drug Administration	United States Food and Drug Administration
University of Maryland	US Food and Drug Administration
University of Georgia	J. Craig Venter Institute	University of Georgia
University of Georgia	J. Craig Venter Institute	University of Georgia
University of Georgia	J. Craig Venter Institute	University of Georgia
University of Georgia	J. Craig Venter Institute	University of Georgia
University of Georgia	J. Craig Venter Institute	University of Georgia
Bielefeld University	Bielefeld University
Shiraz University	Shiraz University
University of Freiburg	University of Freiburg	University of Freiburg
University of Freiburg	University of Freiburg
Key Laboratory of Systems Bioengineering (Ministry of Education), Tianjin University	Key Laboratory of Systems Bioengineering (Ministry of Education), Tianjin University
State Key Laboratory of Agricultural Microbiology	State Key Laboratory of Agricultural Microbiology
Instituto Nacional de Tecnologia Agropecuaria	Instituto Nacional de Tecnologia Agropecuaria
ICAR-Sugarcane Breeding Institute	ICAR-Sugarcane Breeding Institute
KY940428	Periyar University
The J. Craig Venter Institute	The J. Craig Venter Institute
CP042928	Qingdao University
CP045534	Xiamen University
CP022346	Chungbuk National University
CP036355	Zhejiang Institute of Freshwater Fisheries
Los Alamos National Laboratory	Los Alamos National Laboratory	The J. Craig Venter Institute
The Institute for Genomic Research	The J. Craig Venter Institute
China Agricultural University	China Agricultural University
Sichuan University	Sichuan University
Beijing Institute of Microbiology and Epidemiology	Beijing Institute of Microbiology and Epidemiology
Nanjing Agricultural University	Nanjing Agricultural University
